system:index,Dissolved Reactive Phosphorus,Electrical Conductance,Index,Latitude,Longitude,MNDWI,NDMI,Sample Date,Total Alkalinity,elevation,green,humidity,modis_lc_class,nir,pet,population_3km,precip_0d,precip_1d,precip_3d_sum,slope,soil_clay,soil_ph,soil_sand,swir16,swir22,temp_c,water_occurrence,.geo
000000000000000010ee,10,200.8000031,4335,-30.57083321,29.150556,-0.199026953,-0.062165983,6/8/2013,93.51799774,1357,10289.5,32.95903039,10,13600,150.2,52.77952463,0,0,0,3.720972565,28,61,43,15403,13067,10.94453583,0,"{""type"":""Point"",""coordinates"":[29.150556000000005,-30.570833206176758]}"
000000000000000010ef,10,260,4336,-31.104278,29.399722,,,6/8/2013,111.5950012,378,,38.64024031,10,,154,1905.793709,0,0,0,21.01506594,25,67,56,,,14.75687307,0,"{""type"":""Point"",""coordinates"":[29.399721999999997,-31.104278]}"
000000000000000010f0,10,756,4337,-25.45963889,28.26430556,-0.202926982,-0.040822908,6/8/2013,194.3090057,1098,10157.5,43.87344908,10,14127,170.7,231.3726619,0,0,0,2.96339529,23,64,63,15329.5,12752.5,13.18769989,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
000000000000000010f1,10,392,4338,-28.33833313,31.37361145,-0.013995508,0.054763,6/8/2013,152.1369934,444,9986.5,59.4088331,10,11460,156.6,3187.27372,0,0,0,2.30137094,24,67,62,10270,9131,16.07612762,35,"{""type"":""Point"",""coordinates"":[31.373611450195312,-28.33833312988281]}"
000000000000000010f2,10,245,4339,-28.06833267,31.54999924,-0.217043392,-0.072438484,6/8/2013,77.38300323,242,9491,60.61893523,10,12760,162.5,1793.046121,0,0,0,5.078355109,26,68,59,14753,13007,16.69575653,0,"{""type"":""Point"",""coordinates"":[31.54999923706055,-28.06833267211914]}"
000000000000000010f3,13,313.6099854,4340,-29.16166687,23.696389,0.141109072,0.014235557,7/8/2013,109.1650009,986,10258,46.23799831,7,7944,225.5,74.37849792,0,0,0,0,27,72,52,7721,7744.5,11.49817683,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
000000000000000010f4,191,584.0499878,4341,-25.81048333,27.90955222,-0.203405412,-0.083274866,7/8/2013,124.8610001,1184,9965,37.99149361,7,12739.5,168.90001,1554.076475,0,0,0,3.5999893,27,65,54,15054,12563,14.26770808,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
000000000000000010f5,13,299.3999939,4342,-30.830556,26.92138863,,,7/8/2013,148.8220062,1328,,43.18434648,10,,186.7,20.86847675,0,0,0,5.125250093,25,70,55,,,10.56173477,69,"{""type"":""Point"",""coordinates"":[26.921388626098633,-30.830556]}"
000000000000000010f6,13,295.8999939,4343,-30.39805603,30.60194397,-0.147196576,0.064312736,7/8/2013,58.02099991,65,9377,56.99385802,9,14348,156.6,1431.515896,0,0,0,3.704791834,24,60,54,12614,10228,19.1360349,0,"{""type"":""Point"",""coordinates"":[30.601943969726573,-30.398056030273438]}"
000000000000000010f7,10,409.3900146,4344,-27.02313995,28.59388924,-0.116098324,-0.054967506,7/8/2013,133.6419983,1493,9610,38.504001,13,10870,160.8,8456.467789,0,0,0,5.882007317,29,65,57,12134.5,10610.5,12.74687475,43,"{""type"":""Point"",""coordinates"":[28.5938892364502,-27.02313995361328]}"
000000000000000010f8,15,128.6000061,4345,-27.273889,28.48999977,-0.005399568,0.045788813,7/8/2013,41.27500153,1502,9210,39.36802652,13,10203.5,160.1,13783.02401,0,0,0,13.45025376,25,64,60,9310,8474,12.58492813,0,"{""type"":""Point"",""coordinates"":[28.489999771118168,-27.273889000000004]}"
000000000000000010f9,16,111.1999969,4346,-27.42749977,28.52583313,-0.258276242,-0.10241773,7/8/2013,46.12900162,1513,11611.5,39.29982416,12,16038,159,28.86670628,0,0,0,4.27352172,23,71,66,19698,16997.5,12.46643855,0,"{""type"":""Point"",""coordinates"":[28.525833129882812,-27.427499771118168]}"
000000000000000010fa,16,349,4347,-27.29999924,28.586944,-0.239801485,-0.099135645,7/8/2013,141.5449982,1513,10799,39.27592879,10,14435,159.8,11.99283054,0,0,0,11.64384773,25,67,61,17612,14874,12.34119441,0,"{""type"":""Point"",""coordinates"":[28.586943999999995,-27.299999237060543]}"
000000000000000010fb,184,732,4348,-27.39861107,26.614722,-0.174630464,-0.002594893,7/8/2013,204.6230011,1257,9841.5,35.08655236,10,13933.5,187.40001,4748.400005,0,0,0,5.579448911,30,67,55,14006,12113.5,14.67029597,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
000000000000000010fc,10,1356.410034,4349,-29.03333282,23.983333,-0.173545255,-0.021574011,7/8/2013,178.9199982,1004,10087.5,40.50464844,7,13719,219.8,134.3187599,0,0,0,9.199528726,25,72,62,14324,12324.5,12.79334284,0,"{""type"":""Point"",""coordinates"":[23.983332999999995,-29.033332824707024]}"
000000000000000010fd,10,178.6000061,4350,-31.031389,28.88333321,-0.035941786,-0.015496809,7/8/2013,77.03399658,825,10367,38.16729345,10,10800,151.5,1089.941254,3.772552915,0,3.772552915,8.813167604,21,69,58,11140,9667,13.84005508,0,"{""type"":""Point"",""coordinates"":[28.883333206176754,-31.031389]}"
000000000000000010fe,10,261.5,4351,-30.86013889,29.07125092,-0.135312119,-0.032119998,7/8/2013,125.5439987,825,10101.5,35.22304913,10,12437.5,155,1212.160982,0,0,0,1.423655925,27,70,51,13263,11726,15.13823217,20,"{""type"":""Point"",""coordinates"":[29.071250915527344,-30.860138889999998]}"
000000000000000010ff,10,289.1000061,4352,-30.77586667,29.03221667,-0.236738649,-0.078534866,7/8/2013,151.473999,900,10435.5,34.32005029,10,14446.5,155.1,759.757004,0,0,0,9.3162766,22,67,58,16909,13974,14.4727862,0,"{""type"":""Point"",""coordinates"":[29.032216669999997,-30.775866669999996]}"
1100,10,691,4353,-27.01011111,26.69808333,-0.097264882,-0.006597044,8/8/2013,121.5979996,1291,9258,45.64781672,10,11105.5,181,3398.219243,4.211818039,0,4.211818039,3.847464255,,,,11253,9948,11.60296275,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
1101,10,395,4354,-28.44555556,32.32500076,-0.188982615,0.064427167,1/10/2013,150.4190063,11,10239.5,61.35920037,12,17079,153.90001,2135.803962,0,0,0,1.054722707,28,62,56,15011.5,12345,19.00849304,0,"{""type"":""Point"",""coordinates"":[32.32500076293945,-28.445555560000003]}"
1102,10,704,4355,-26.64805603,27.089444,-0.267360366,-0.080315777,8/8/2013,243.3529968,1357,10244.5,43.03636567,10,15086.5,171.1,592.6822819,0,0,0,1.037605708,25,62,62,17721.5,14353,12.47047577,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
1103,132,650,4356,-26.97027779,27.21111107,0.060148344,0.023006087,8/8/2013,126.177002,1326,8826,44.45648341,10,8193,172.7,80.65729868,4.76386832,0,4.76386832,0,,,,7824.5,7676.5,11.8276535,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
1104,160,1140,4357,-26.98472222,26.63227778,-0.225261535,-0.062273066,8/8/2013,248.1190033,1289,11053,45.78702448,10,15431,180.40001,44422.56933,0,0,0,5.189790205,27,68,58,17480.5,14637.5,11.4999354,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
1105,10,565.2000122,4358,-27.573056,24.746389,-0.229418716,-0.081548464,8/8/2013,187.0449982,1094,10270.5,40.43992575,10,13915,203,5544.679125,0,0,0,1.397953513,26,65,62,16386,14124,9.758968608,0,"{""type"":""Point"",""coordinates"":[24.746389,-27.573056]}"
1106,10,908.6699829,4359,-31.000833,26.35305595,-0.078193622,-0.017249921,8/8/2013,339.5570068,1378,9655,54.5866956,7,10910,194.7,6924.520543,0,0,0,9.105492004,25,68,56,11293,9984,4.807145691,0,"{""type"":""Point"",""coordinates"":[26.353055953979492,-31.000833000000004]}"
1107,10,265.8900146,4360,-30.67972183,26.71249962,-0.019039918,0.004548066,8/8/2013,119.5930023,1298,10008,52.56339625,13,10491.5,192.1,14404.58301,0,0,0,0,27,69,53,10396.5,9568.5,5.497168477,35,"{""type"":""Point"",""coordinates"":[26.712499618530273,-30.67972183227539]}"
1108,10,204,4361,-30.57083321,29.150556,-0.199026953,-0.062165983,8/8/2013,92.66500092,1357,10289.5,59.14425456,10,13600,150.2,52.77952463,0,0,0,3.720972565,28,61,43,15403,13067,11.30437876,0,"{""type"":""Point"",""coordinates"":[29.150556000000005,-30.570833206176758]}"
1109,10,398,4362,-25.57877778,29.12747222,-0.241051586,-0.120288366,8/8/2013,53.15800095,1164,10501,37.3149129,10,13484,167.40001,95.57946408,0,0,0,4.627367506,21,64,62,17171.5,14303,15.58579152,0,"{""type"":""Point"",""coordinates"":[29.12747222,-25.57877778]}"
0000000000000000110a,14,279.2999878,4363,-29.803611,30.51611137,-0.176655883,0.034036902,9/8/2013,71.10399628,604,9671,90.55263561,14,14795,150.2,982.1076974,11.86389466,0,11.86389466,2.828045668,29,69,54,13821,11802,9.291066742,0,"{""type"":""Point"",""coordinates"":[30.516111373901367,-29.803610999999993]}"
0000000000000000110b,10,106.1999969,4364,-28.73555565,29.820556,-0.145572114,-0.005185773,12/8/2013,35.39699936,954,9216.5,43.54541558,10,12229.5,162.5,6068.780585,0,0.106385896,16.68734148,3.851993413,28,66,52,12357,10644.5,11.62241262,0,"{""type"":""Point"",""coordinates"":[29.820556,-28.735555648803714]}"
0000000000000000110c,38,651.539978,4365,-26.73806,27.59193993,0.026481642,0.050661103,12/8/2013,152.1529999,1417,8876.5,35.71439362,10,9317,166.2,1236.271456,0,0,8.731427429,0.927409937,25,68,54,8418.5,8033,9.178971863,89,"{""type"":""Point"",""coordinates"":[27.591939926147464,-26.738059997558594]}"
0000000000000000110d,102,662,4366,-26.45000076,28.0858326,-0.273515075,-0.130956198,12/8/2013,128.3430023,1476,10060,35.38278501,10,13551,163.6,2497.012211,0,0,4.962159821,3.239776951,29,64,53,17635,14899,9.517106628,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
0000000000000000110e,160,1174,4367,-26.98472222,26.63227778,-0.234871831,-0.068761371,12/8/2013,176,1289,10738,40.84279833,10,15100.5,180.40001,44422.56933,0,0,6.052799041,5.189790205,27,68,58,17330.5,14672.5,8.813411967,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
0000000000000000110f,75,428,4368,-33.38056183,19.30167007,,,12/8/2013,47.46300125,442,,84.48319702,9,,190.6,11823.87985,0,31.53412551,31.53412551,1.446738319,19,68,61,,,8.742611186,0,"{""type"":""Point"",""coordinates"":[19.301670074462894,-33.38056182861328]}"
1110,10,967.789978,4369,-28.760833,17.73027802,0.113263033,-3.35E-04,13-08-2013,166.7565002,166,9369.5,84.60664547,16,7458,240.3,0.053476424,0,0,0,15.68506692,23,80,63,7463,7460.5,10.16241862,98,"{""type"":""Point"",""coordinates"":[17.73027801513672,-28.760833000000005]}"
1111,23,1314,4370,-22.225556,29.990556,0.072105432,0.032440485,13-08-2013,183.0650024,426,9192.5,20.09955016,10,8489.5,154.7,21294.96829,0,0,0,1.001830449,32,72,50,7956,7808,21.41347656,83,"{""type"":""Point"",""coordinates"":[29.990556,-22.225556000000005]}"
1112,166,733,4371,-25.127778,27.628889,-0.27407543,-0.094664318,13-08-2013,199.326004,959,9912.5,20.02819059,10,14388.5,180.2,137.1690891,0,0,0,0.927409937,27,71,54,17397.5,15473.5,15.8730306,0,"{""type"":""Point"",""coordinates"":[27.628889000000004,-25.127777999999996]}"
1113,22,840,4372,-24.39619444,27.08983333,-0.164827802,-0.030996718,13-08-2013,201.8670044,886,9348.5,19.3724076,10,12254.5,180.5,172.66799,0,0,0,4.224655379,27,66,56,13038.5,11051.5,16.62978516,0,"{""type"":""Point"",""coordinates"":[27.08983333,-24.39619444]}"
1114,96,935,4373,-24.69514084,27.40905952,-0.133441006,0.016979311,13-08-2013,222.6519928,907,9926,20.16910751,12,13431.5,180.3,171.2819333,0,0,1.315562075,14.55362964,33,68,49,12983,11171.5,16.66437174,0,"{""type"":""Point"",""coordinates"":[27.409059524536133,-24.69514083862305]}"
1115,10,413,4374,-23.65805626,31.04999924,-0.225882635,-0.048191122,13-08-2013,90.58100128,329,9669.5,42.36009217,10,13904.5,152.2,3.588585011,0,0,0,7.570359435,25,72,61,15312.5,13708.5,19.4688151,0,"{""type"":""Point"",""coordinates"":[31.049999237060554,-23.658056259155277]}"
1116,14,429.7200012,4375,-23.28100014,30.54305556,-0.186168558,-0.049883416,13-08-2013,174.8890076,478,9808.5,32.0779638,10,12937.5,147.40001,2154.527317,0,0,0.632980937,2.780288515,21,69,63,14296,13293,18.21303711,13,"{""type"":""Point"",""coordinates"":[30.54305556,-23.281000137329105]}"
1117,10,403,4376,-27.169444,29.23388863,-0.295800707,-0.135889713,13-08-2013,161.7089996,1526,10657,32.22519983,10,14918,155.5,52.03549839,0,0,0,7.762280502,25,73,60,19610,15826.5,9.385807292,0,"{""type"":""Point"",""coordinates"":[29.233888626098633,-27.169444]}"
1118,17,360.4700012,4377,-27.00222015,28.76527977,-0.223259546,-0.115473853,13-08-2013,139.2899933,1497,9921.5,33.46952518,12,12390,158.8,14.21860327,0,0,0,2.968161592,27,69,57,15625,12508,9.909244792,0,"{""type"":""Point"",""coordinates"":[28.765279769897457,-27.00222015380859]}"
1119,25,657,4378,-26.97027779,27.21111107,0.039639754,0.012392382,13-08-2013,124.7829971,1326,8196,26.54272872,10,7761,172.7,80.65729868,0,0,0,0,,,,7571,7516,10.70530599,91,"{""type"":""Point"",""coordinates"":[27.211111068725586,-26.970277786254883]}"
0000000000000000111a,11.5,648.5,4379,-29.18250084,23.5755558,-0.006602932,0.019250354,13-08-2013,140.9064941,968,9741.5,36.57493307,7,10258.5,224.90001,5.218899159,0,0,0,11.72161307,26,72,54,9871,8878.5,11.84332682,0,"{""type"":""Point"",""coordinates"":[23.575555801391605,-29.18250083923341]}"
0000000000000000111b,10,247.6999969,4380,-34.03972244,22.13333321,-0.223111149,0.132944122,13-08-2013,14.12100029,8,9079.5,57.00561425,9,18678,150.2,152.4445584,19.8172111,0,28.00117069,1.854334169,19,64,61,14294.5,11163,14.12091471,0,"{""type"":""Point"",""coordinates"":[22.133333206176758,-34.03972244262696]}"
0000000000000000111c,10,256.7000122,4381,-34.02861023,22.22221947,-0.188388199,0.11533311,13-08-2013,12.89999962,5,9023.5,57.59818393,2,16657.5,147.90001,9924.043187,19.38093376,0,29.07140064,12.26645581,17,52,65,13212.5,10386,14.32973633,0,"{""type"":""Point"",""coordinates"":[22.22221946716309,-34.02861022949219]}"
0000000000000000111d,17,257.6000061,4382,-31.56529999,18.33060074,-0.218172172,-0.021132908,13-08-2013,21.95499992,8,9947,78.63905073,7,14857,211.90001,9134.966652,0,0,0,2.149779763,,,,15498.5,13143,12.84332682,1,"{""type"":""Point"",""coordinates"":[18.330600738525387,-31.565299987792965]}"
0000000000000000111e,11,280.2999878,4383,-29.16166687,23.696389,,,14-08-2013,122.5579987,986,,53.20539291,7,,225.5,74.37849792,0,0,0,0,27,72,52,,,8.641615804,98,"{""type"":""Point"",""coordinates"":[23.696389,-29.16166687011719]}"
0000000000000000111f,17,652.5700073,4384,-27.01011111,26.69808333,-0.113740534,-0.016067086,14-08-2013,157.0019989,1291,8894.5,42.4626518,10,10824,181,3398.219243,0,0,0,3.847464255,,,,11177.5,10182,9.648777262,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
1120,34,293.25,4385,-29.641944,30.6875,-0.123234852,0.066211519,14-08-2013,72.3010025,267,8754.5,66.22847557,9,12806,153.8,7744.692514,0,0,0.167082615,11.42721237,18,60,65,11215.5,9510,13.21640422,2,"{""type"":""Point"",""coordinates"":[30.6875,-29.64194399999999]}"
1121,12,461.0299988,4386,-24.183889,30.82388878,-0.149351255,0.029249448,14-08-2013,169.2649994,371,9113,26.16903323,10,13055,154.90001,61.73913658,0,0,0,4.627367506,30,69,53,12313,10873,20.65211385,0,"{""type"":""Point"",""coordinates"":[30.823888778686523,-24.183889]}"
1122,10,784,4387,-25.20639038,27.55800056,-0.163925936,-0.011894934,14-08-2013,182.2310028,956,9685.5,19.96326219,10,13166.5,178.40001,459.2474736,0,0,0,5.194470619,29,67,55,13483.5,11885,16.30470174,0,"{""type"":""Point"",""coordinates"":[27.5580005645752,-25.20639038085938]}"
1123,10,144.0599976,4388,-22.76972198,30.88694382,-0.226667736,-0.014253514,14-08-2013,53.92399979,429,9645,27.11771345,10,14869,148,14127.59276,0,0,0,4.421744525,19,67,68,15299,13265,22.95045369,0,"{""type"":""Point"",""coordinates"":[30.886943817138672,-22.769721984863285]}"
1124,15,452,4389,-23.838611,31.6408329,-0.063192649,0.003263269,14-08-2013,139.9019928,211,9150.5,29.80312342,10,10453,155.1,0.049232097,0,0,0.026056447,1.373938379,,,,10385,9640,23.08945109,21,"{""type"":""Point"",""coordinates"":[31.640832901000977,-23.838610999999997]}"
1125,10,582,4390,-24.058889,31.237222,-0.212889527,-0.043221371,14-08-2013,178.3509979,284,9453,31.5557325,10,13359.5,152.3,0,0,0,0,1.375216872,26,69,59,14566.5,12864.5,21.98406372,0,"{""type"":""Point"",""coordinates"":[31.237222,-24.058889]}"
1126,10,497,4391,-27.36361122,31.78333282,-0.14772132,0.086858507,14-08-2013,180.7879944,165,8948.5,41.71446038,9,14343,154.3,205.2347909,0,0,0,2.780288516,26,62,56,12050.5,10077,18.55470174,0,"{""type"":""Point"",""coordinates"":[31.78333282470703,-27.363611221313477]}"
1127,10,711,4392,-26.64805603,27.089444,-0.276005841,-0.091494613,14-08-2013,253.9949951,1357,10288.5,37.77840165,10,15093,171.1,592.6822819,0,0,0,1.037605708,25,62,62,18133,14717,10.03948364,0,"{""type"":""Point"",""coordinates"":[27.089444000000004,-26.64805603027344]}"
1128,134,841,4393,-26.88027763,26.96500015,-0.281991348,-0.120181682,14-08-2013,273.3460083,1302,10290.5,40.63228726,10,14431,173.7,176.5934708,0,0,0,1.393106924,,,,18373.5,15262,9.810968018,0,"{""type"":""Point"",""coordinates"":[26.96500015258789,-26.880277633666996]}"
1129,54,617.0800171,4394,-27.38972222,26.46388889,-7.66E-04,0.018466607,14-08-2013,127.0960007,1249,8478,43.27358822,10,8810.5,189.40001,188.6484092,0,0,0,0,23,70,62,8491,8370,9.165216064,81,"{""type"":""Point"",""coordinates"":[26.46388889,-27.38972222]}"
0000000000000000112a,160,963,4395,-26.98472222,26.63227778,-0.234871831,-0.068761371,14-08-2013,264.9490051,1289,10738,42.43590634,10,15100.5,180.40001,44422.56933,0,0,0,5.189790205,27,68,58,17330.5,14672.5,9.684665934,0,"{""type"":""Point"",""coordinates"":[26.63227778,-26.984722220000002]}"
0000000000000000112b,10,659,4396,-28.141944,26.41777802,-0.244365182,-0.058195253,14-08-2013,251.3890076,1269,9957,42.72842968,10,14593.5,189,48.84795512,0,0,2.557654945,2.971977294,28,70,57,16397,13668,8.514418538,0,"{""type"":""Point"",""coordinates"":[26.417778015136722,-28.141944]}"
0000000000000000112c,140,1372.52002,4397,-28.11750031,26.71944427,-0.219694201,-0.067211901,14-08-2013,176.6230011,1283,10143,41.52802944,12,13857.5,184.7,133.6566208,0,0,0,4.744318206,25,67,61,15854.5,13016.5,8.44475708,0,"{""type"":""Point"",""coordinates"":[26.719444274902344,-28.11750030517578]}"
0000000000000000112d,10,1462,4398,-29.03333282,23.983333,-0.179501429,-0.029412784,14-08-2013,213.223999,1004,10335,51.52755761,7,14008,219.8,134.3187599,0,0,0,9.199528726,25,72,62,14857,12592,8.914809163,0,"{""type"":""Point"",""coordinates"":[23.983332999999995,-29.033332824707024]}"
0000000000000000112e,10,560,4399,-28.768056,20.72055626,-0.150186506,-0.029964449,14-08-2013,170.2570038,662,9739.5,58.62791428,7,12415,253.7,297.8828731,0,0,2.824133873,3.303317528,28,73,55,13182,10844.5,9.756361898,23,"{""type"":""Point"",""coordinates"":[20.720556259155277,-28.768056]}"
0000000000000000112f,11,280.7999878,4400,-34.092222,21.295278,-0.24084649,0.019597983,14-08-2013,9.536999702,96,10735,60.24805191,12,18248,163.8,4963.559254,0,0,24.22931573,2.780288516,19,66,60,17546.5,13403,11.02312622,0,"{""type"":""Point"",""coordinates"":[21.295277999999996,-34.09222199999999]}"
1130,69,606,4401,-33.13082886,18.86277962,-0.003429819,0.152668071,14-08-2013,46.03900146,31,9588.5,82.33528876,12,13133.5,193.6,338.762482,0,0,0,0,23,68,63,9654.5,8404,10.86915487,0,"{""type"":""Point"",""coordinates"":[18.862779617309574,-33.130828857421875]}"
1131,10,544,4402,-26.90500069,32.32472229,,,15-08-2013,147.9499969,39,,64.08973262,9,,156.40001,216.0523076,0,0,0,2.125689104,28,58,55,,,19.2844031,0,"{""type"":""Point"",""coordinates"":[32.32472229003906,-26.905000686645508]}"
1132,10,193.8999939,4403,-27.60222244,29.94277763,-0.253647865,-0.088953152,15-08-2013,66.77100372,1214,9808,31.193705,10,13783,161.7,548.8978953,0,0,0,4.279972834,28,67,51,16474.5,13720.5,10.29359907,0,"{""type"":""Point"",""coordinates"":[29.942777633666996,-27.60222244262696]}"
1133,184,725,4404,-27.39861107,26.614722,-0.196111368,-0.020603411,15-08-2013,213.7400055,1257,9571.5,32.31932691,10,13666.5,187.40001,4748.400005,0,0,0,5.579448911,30,67,55,14241.5,12418.5,9.398823675,0,"{""type"":""Point"",""coordinates"":[26.614722,-27.398611068725586]}"
1134,10,446,4405,-27.671111,27.2369442,-0.162427333,-0.032915247,15-08-2013,170.7630005,1343,10265.5,32.51784878,13,13339,178.40001,12766.37872,0,0,0,4.282532506,30,67,54,14247,12852.5,8.929341253,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
1135,45,1202.810059,4406,-27.902778,24.615556,-0.222066556,-0.078160218,15-08-2013,197.1380005,1053,11799.5,31.5447096,7,15848.5,211.90001,1644.549551,0,0,0,1.049385724,21,69,65,18536,16254.5,10.41737836,0,"{""type"":""Point"",""coordinates"":[24.615556000000005,-27.902778]}"
1136,11,204.0599976,4407,-24.67916679,30.80249977,-0.240251775,-0.100496057,16-08-2013,81.71199799,1110,9445,34.57842489,10,12602.5,140.1,4578.779973,0,0,0,1.854334169,37,69,42,15418.5,14023,15.91655884,0,"{""type"":""Point"",""coordinates"":[30.80249977111816,-24.679166793823242]}"
1137,5,82.59999847,4408,-29.74416733,29.905833,-0.225325885,-0.071792626,16-08-2013,44.59999847,917,9672,41.97323205,10,13249,155.1,1138.658403,0,0,0,18.34238604,29,70,46,15298.5,12730,9.99151001,0,"{""type"":""Point"",""coordinates"":[29.905833,-29.74416732788086]}"
1138,18,144.0200043,4409,-25.44722176,30.711667,-0.170467425,-0.019266453,18-08-2013,60.5379982,808,9148.5,39.79953685,8,12420.5,151.2,144.5059329,0,0,3.035577531,15.66339565,31,59,43,12908.5,11395,16.50685654,0,"{""type"":""Point"",""coordinates"":[30.711667,-25.44722175598145]}"
1139,127,479,4410,-25.99135971,27.84207916,-0.252290398,-0.101696637,19-08-2013,113.4229965,1364,9712,26.32212992,10,13263,165.8,2635.529451,0,0,0,2.964988382,26,62,60,16266,13567.5,10.63268433,0,"{""type"":""Point"",""coordinates"":[27.842079162597656,-25.991359710693363]}"
0000000000000000113a,10,635,4411,-29.16027832,26.573333,-0.214951187,-0.064091936,19-08-2013,215,1339,10575,18.43397282,10,14394.5,192.6,19.75465756,0,0,0,0.927409937,23,74,64,16366,13542,8.092645264,0,"{""type"":""Point"",""coordinates"":[26.573333,-29.160278320312504]}"
0000000000000000113b,17,145.1000061,4412,-32.502778,19.53583336,-0.188017754,-0.066959314,19-08-2013,15.28299999,383,11296.5,59.74460568,7,14453.5,214.8,0.88511121,0,0,1.972691731,2.989208199,18,75,72,16528,15049.5,8.782830811,0,"{""type"":""Point"",""coordinates"":[19.535833358764652,-32.502778]}"
0000000000000000113c,21,199.1999969,4413,-31.860278,18.6875,-0.123878081,0.027900378,20-08-2013,27.55200005,32,9615,61.15518041,7,13042,217.5,111.4090079,0,0,0,7.748636664,20,70,66,12334,10501.5,11.27469978,0,"{""type"":""Point"",""coordinates"":[18.6875,-31.860278000000008]}"
0000000000000000113d,10,118.4000015,4414,-22.91028023,29.61111069,-0.138964697,1.15E-04,20-08-2013,30.59600067,735,9859.5,54.66476286,10,13045,145.7,999.121337,0,0,0,7.07306051,25,68,59,13042,11481,15.5468352,0,"{""type"":""Point"",""coordinates"":[29.611110687255863,-22.910280227661133]}"
0000000000000000113e,10,758,4415,-25.45963889,28.26430556,-0.226219085,-0.058977334,20-08-2013,185.0709991,1098,10223,51.43043682,10,14396,170.7,231.3726619,0,0,0,2.96339529,23,64,63,16200.5,13203.5,14.43542569,0,"{""type"":""Point"",""coordinates"":[28.264305560000004,-25.45963889]}"
0000000000000000113f,191,589.8099976,4416,-25.81048333,27.90955222,-0.200173597,-0.076940195,21-08-2013,135.404007,1184,9675.5,40.12597371,7,12444,168.90001,1554.076475,0,0,0,3.5999893,27,65,54,14518.5,12358,15.48611921,0,"{""type"":""Point"",""coordinates"":[27.909552220000002,-25.810483330000004]}"
1140,10,628,4417,-22.93499947,28.004167,-0.244694373,-0.028467769,21-08-2013,150.7830048,780,9805,40.02401021,10,15263.5,165.5,138.9965552,0,0,0,2.216388343,25,65,59,16158,13450,18.9433946,0,"{""type"":""Point"",""coordinates"":[28.004167000000002,-22.934999465942386]}"
1141,10,190.0099945,4418,-26.03610992,30.99777985,-0.159702154,-0.037849471,21-08-2013,85.31400299,751,9959,40.99698113,10,12742,155.5,3820.791464,0,0,0,24.27704361,39,65,39,13744.5,11430,15.72553978,0,"{""type"":""Point"",""coordinates"":[30.99777984619141,-26.03610992431641]}"
1142,22,255.1000061,4419,-28.75,30.44277763,-0.114096804,-0.0277604,21-08-2013,97.53199768,536,10451,29.42037066,10,12433,167.2,13559.2475,0,0,0,5.601550487,27,72,54,13143,12191,17.90189069,0,"{""type"":""Point"",""coordinates"":[30.442777633666996,-28.75]}"
1143,10,136.5,4420,-29.16166687,30.629722,-0.221789109,-0.079361175,21-08-2013,26.04100037,961,9782.5,35.4953814,10,13100,146.8,222.4606351,0,0,0,3.314888333,30,61,50,15358.5,14286,16.98929303,0,"{""type"":""Point"",""coordinates"":[30.629722000000005,-29.16166687011719]}"
1144,187,662,4421,-26.45000076,28.0858326,-0.273515075,-0.130956198,21-08-2013,145.1889954,1476,10060,38.48053474,10,13551,163.6,2497.012211,0,0,0,3.239776951,29,64,53,17635,14899,14.65522728,0,"{""type"":""Point"",""coordinates"":[28.085832595825195,-26.45000076293945]}"
1145,10,446,4422,-27.671111,27.2369442,,,21-08-2013,180,1343,,31.84075501,13,,178.40001,12766.37872,0,0,0,4.282532506,30,67,54,,,15.29357363,0,"{""type"":""Point"",""coordinates"":[27.2369441986084,-27.671111]}"
1146,75,127.1999969,4423,-33.70750046,18.97444444,-0.109196882,0.026321738,21-08-2013,19.50499916,99,9514,89.02529296,13,12487,195.7,74075.50154,19.29037918,0,19.29037918,0.927409937,24,72,57,11846.5,10433,8.092401759,0,"{""type"":""Point"",""coordinates"":[18.974444440000003,-33.707500457763665]}"
1147,10,702,4424,-27.01011111,26.69808333,-0.046393338,0.004882219,22-08-2013,149.0709991,1291,10077,29.24431594,10,11166,181,3398.219243,0,0,0,3.847464255,,,,11057.5,10064,10.08231125,61,"{""type"":""Point"",""coordinates"":[26.69808333,-27.01011111]}"
